image_url,scientific_name
https://inaturalist-open-data.s3.amazonaws.com/photos/626124719/medium.jpg,Phoca vitulina
https://inaturalist-open-data.s3.amazonaws.com/photos/626124722/medium.jpg,Odobenus rosmarus
https://inaturalist-open-data.s3.amazonaws.com/photos/626124746/medium.jpg,Erignathus barbatus
https://inaturalist-open-data.s3.amazonaws.com/photos/626124754/medium.jpg,Ursus maritimus
https://inaturalist-open-data.s3.amazonaws.com/photos/626124749/medium.jpg,Odobenus rosmarus
https://static.inaturalist.org/photos/626157384/medium.jpg,Eidolon dupreanum
https://inaturalist-open-data.s3.amazonaws.com/photos/626235791/medium.jpg,Inia geoffrensis
https://inaturalist-open-data.s3.amazonaws.com/photos/626426911/medium.jpg,Meles meles
https://inaturalist-open-data.s3.amazonaws.com/photos/626428061/medium.jpg,Erinaceus europaeus
https://static.inaturalist.org/photos/626553222/medium.jpg,Macaca radiata
https://static.inaturalist.org/photos/626575033/medium.jpg,Perimyotis subflavus
https://inaturalist-open-data.s3.amazonaws.com/photos/627308534/medium.jpg,Alouatta palliata
https://inaturalist-open-data.s3.amazonaws.com/photos/627312368/medium.jpg,Ateles geoffroyi
https://inaturalist-open-data.s3.amazonaws.com/photos/627619901/medium.jpg,Zalophus californianus
https://inaturalist-open-data.s3.amazonaws.com/photos/627711991/medium.jpg,Crocuta crocuta
https://inaturalist-open-data.s3.amazonaws.com/photos/627717765/medium.jpg,Loxodonta africana
https://inaturalist-open-data.s3.amazonaws.com/photos/627837987/medium.jpg,Saguinus oedipus
https://inaturalist-open-data.s3.amazonaws.com/photos/627889950/medium.jpg,Phascolarctos cinereus
https://inaturalist-open-data.s3.amazonaws.com/photos/628084997/medium.jpg,Physeter macrocephalus
https://inaturalist-open-data.s3.amazonaws.com/photos/628202476/medium.jpg,Rusa timorensis
https://inaturalist-open-data.s3.amazonaws.com/photos/628228871/medium.jpg,Enhydra lutris
https://inaturalist-open-data.s3.amazonaws.com/photos/628393807/medium.jpg,Gazella subgutturosa
https://inaturalist-open-data.s3.amazonaws.com/photos/628442243/medium.jpg,Macaca radiata
https://inaturalist-open-data.s3.amazonaws.com/photos/628792344/medium.jpg,Ailurops ursinus
https://inaturalist-open-data.s3.amazonaws.com/photos/628823278/medium.jpg,Erinaceus europaeus
https://inaturalist-open-data.s3.amazonaws.com/photos/628835988/medium.jpg,Loxodonta africana
https://inaturalist-open-data.s3.amazonaws.com/photos/628836056/medium.jpg,Loxodonta africana
https://inaturalist-open-data.s3.amazonaws.com/photos/628882205/medium.jpg,Diceros bicornis
https://inaturalist-open-data.s3.amazonaws.com/photos/628882834/medium.jpg,Loxodonta africana
https://inaturalist-open-data.s3.amazonaws.com/photos/628883127/medium.jpg,Crocuta crocuta
https://inaturalist-open-data.s3.amazonaws.com/photos/629063763/medium.jpg,Zalophus wollebaeki
https://inaturalist-open-data.s3.amazonaws.com/photos/629087022/medium.jpg,Zalophus wollebaeki
https://inaturalist-open-data.s3.amazonaws.com/photos/629100488/medium.jpg,Zalophus wollebaeki
https://inaturalist-open-data.s3.amazonaws.com/photos/629100483/medium.jpg,Zalophus wollebaeki
https://inaturalist-open-data.s3.amazonaws.com/photos/629100498/medium.jpg,Zalophus wollebaeki
https://inaturalist-open-data.s3.amazonaws.com/photos/629100587/medium.jpg,Zalophus wollebaeki
https://inaturalist-open-data.s3.amazonaws.com/photos/629100621/medium.jpg,Zalophus wollebaeki
https://inaturalist-open-data.s3.amazonaws.com/photos/629100695/medium.jpg,Zalophus wollebaeki
https://inaturalist-open-data.s3.amazonaws.com/photos/629100623/medium.jpg,Zalophus wollebaeki
https://inaturalist-open-data.s3.amazonaws.com/photos/629100716/medium.jpg,Zalophus wollebaeki
https://static.inaturalist.org/photos/629134429/medium.jpg,Equus quagga
https://static.inaturalist.org/photos/629134506/medium.jpg,Loxodonta africana
https://static.inaturalist.org/photos/629134621/medium.jpg,Crocuta crocuta
https://static.inaturalist.org/photos/629135329/medium.jpg,Crocuta crocuta
https://static.inaturalist.org/photos/629135782/medium.jpg,Loxodonta africana
https://inaturalist-open-data.s3.amazonaws.com/photos/629308507/medium.jpg,Balaenoptera physalus
https://inaturalist-open-data.s3.amazonaws.com/photos/629389683/medium.jpg,Tursiops truncatus
https://inaturalist-open-data.s3.amazonaws.com/photos/629437776/medium.jpg,Phascolarctos cinereus
https://inaturalist-open-data.s3.amazonaws.com/photos/629520881/medium.jpg,Carlito syrichta
https://inaturalist-open-data.s3.amazonaws.com/photos/629575520/medium.jpg,Macaca fascicularis
https://inaturalist-open-data.s3.amazonaws.com/photos/629582260/medium.jpg,Macaca nemestrina
https://static.inaturalist.org/photos/629604644/medium.jpg,Ovis canadensis
https://inaturalist-open-data.s3.amazonaws.com/photos/629845624/medium.jpg,Ornithorhynchus anatinus
https://inaturalist-open-data.s3.amazonaws.com/photos/629847732/medium.jpg,Pteropus poliocephalus
https://inaturalist-open-data.s3.amazonaws.com/photos/629854619/medium.jpg,Pteropus poliocephalus
https://inaturalist-open-data.s3.amazonaws.com/photos/629864954/medium.jpg,Macaca fascicularis
https://inaturalist-open-data.s3.amazonaws.com/photos/629885178/medium.jpg,Pteropus medius
https://static.inaturalist.org/photos/629926918/medium.jpg,Panthera onca
https://static.inaturalist.org/photos/629967211/medium.jpg,Ratufa affinis
https://static.inaturalist.org/photos/630090096/medium.jpg,Blastocerus dichotomus
https://inaturalist-open-data.s3.amazonaws.com/photos/630100776/medium.jpg,Enhydra lutris
https://inaturalist-open-data.s3.amazonaws.com/photos/630273740/medium.jpg,Phascolarctos cinereus
https://inaturalist-open-data.s3.amazonaws.com/photos/630296331/medium.jpg,Hippopotamus amphibius
https://inaturalist-open-data.s3.amazonaws.com/photos/630301745/medium.jpg,Hippopotamus amphibius
https://inaturalist-open-data.s3.amazonaws.com/photos/630339221/medium.jpg,Ceratotherium simum
https://inaturalist-open-data.s3.amazonaws.com/photos/630418415/medium.jpg,Marmota caligata
https://static.inaturalist.org/photos/630485244/medium.jpg,Alouatta guariba
https://static.inaturalist.org/photos/630536690/medium.jpg,Eubalaena glacialis
https://static.inaturalist.org/photos/630537029/medium.jpg,Megaptera novaeangliae
https://static.inaturalist.org/photos/630563645/medium.jpg,Phocoena phocoena
https://inaturalist-open-data.s3.amazonaws.com/photos/630720676/medium.jpg,Ateles geoffroyi
https://inaturalist-open-data.s3.amazonaws.com/photos/630857178/medium.jpg,Capricornis swinhoei
https://static.inaturalist.org/photos/630998199/medium.jpg,Macaca fascicularis
https://inaturalist-open-data.s3.amazonaws.com/photos/631167350/medium.jpg,Ornithorhynchus anatinus
https://inaturalist-open-data.s3.amazonaws.com/photos/631192662/medium.jpg,Sotalia guianensis
https://inaturalist-open-data.s3.amazonaws.com/photos/27217627/medium.jpg,Cervus canadensis
https://inaturalist-open-data.s3.amazonaws.com/photos/27217635/medium.jpg,Cervus canadensis
https://inaturalist-open-data.s3.amazonaws.com/photos/27217639/medium.jpg,Cervus canadensis
https://inaturalist-open-data.s3.amazonaws.com/photos/27217648/medium.jpg,Cervus canadensis
https://inaturalist-open-data.s3.amazonaws.com/photos/631227962/medium.jpg,Phascolarctos cinereus
https://inaturalist-open-data.s3.amazonaws.com/photos/631261893/medium.jpg,Sotalia fluviatilis
https://inaturalist-open-data.s3.amazonaws.com/photos/631272538/medium.jpg,Hippopotamus amphibius
https://inaturalist-open-data.s3.amazonaws.com/photos/631272600/medium.jpg,Loxodonta africana
https://inaturalist-open-data.s3.amazonaws.com/photos/631272772/medium.jpg,Hippopotamus amphibius
https://inaturalist-open-data.s3.amazonaws.com/photos/631276008/medium.jpg,Equus quagga
https://inaturalist-open-data.s3.amazonaws.com/photos/631276097/medium.jpg,Loxodonta africana
https://inaturalist-open-data.s3.amazonaws.com/photos/631299818/medium.jpg,Dasyurus viverrinus
https://inaturalist-open-data.s3.amazonaws.com/photos/631301994/medium.jpg,Castor fiber
https://inaturalist-open-data.s3.amazonaws.com/photos/631296792/medium.jpg,Megaptera novaeangliae
https://inaturalist-open-data.s3.amazonaws.com/photos/631351525/medium.jpg,Erinaceus europaeus
https://inaturalist-open-data.s3.amazonaws.com/photos/631542871/medium.jpg,Alouatta palliata
https://inaturalist-open-data.s3.amazonaws.com/photos/631597548/medium.jpg,Pteropus conspicillatus
https://inaturalist-open-data.s3.amazonaws.com/photos/631662861/medium.jpg,Alouatta palliata
https://static.inaturalist.org/photos/631682760/medium.jpg,Orcinus orca
https://inaturalist-open-data.s3.amazonaws.com/photos/631745003/medium.jpg,Hippopotamus amphibius
https://inaturalist-open-data.s3.amazonaws.com/photos/631747954/medium.jpg,Loxodonta africana
https://inaturalist-open-data.s3.amazonaws.com/photos/631800364/medium.jpg,Petrogale lateralis
https://inaturalist-open-data.s3.amazonaws.com/photos/631882174/medium.jpg,Loxodonta africana
https://inaturalist-open-data.s3.amazonaws.com/photos/631882980/medium.jpg,Loxodonta africana
https://inaturalist-open-data.s3.amazonaws.com/photos/631952857/medium.jpg,Tursiops truncatus
https://inaturalist-open-data.s3.amazonaws.com/photos/632049145/medium.jpg,Lutra lutra
https://inaturalist-open-data.s3.amazonaws.com/photos/632053500/medium.jpg,Nanger soemmerringii
https://inaturalist-open-data.s3.amazonaws.com/photos/632124245/medium.jpg,Marmota marmota
https://static.inaturalist.org/photos/632205823/medium.jpg,Physeter macrocephalus
https://inaturalist-open-data.s3.amazonaws.com/photos/632225646/medium.jpg,Loxodonta africana
https://inaturalist-open-data.s3.amazonaws.com/photos/632257133/medium.jpg,Lynx rufus
https://inaturalist-open-data.s3.amazonaws.com/photos/632278672/medium.jpg,Crocuta crocuta
https://inaturalist-open-data.s3.amazonaws.com/photos/632302163/medium.jpg,Eulemur macaco
https://inaturalist-open-data.s3.amazonaws.com/photos/632303620/medium.jpg,Eulemur macaco
https://inaturalist-open-data.s3.amazonaws.com/photos/632312162/medium.jpg,Eulemur fulvus
https://inaturalist-open-data.s3.amazonaws.com/photos/632324077/medium.jpg,Indri indri
https://inaturalist-open-data.s3.amazonaws.com/photos/632333955/medium.jpg,Capra pyrenaica
https://inaturalist-open-data.s3.amazonaws.com/photos/632528828/medium.jpg,Phascolarctos cinereus
https://inaturalist-open-data.s3.amazonaws.com/photos/632708035/medium.jpg,Canis lupus
https://inaturalist-open-data.s3.amazonaws.com/photos/632899613/medium.jpg,Urocyon cinereoargenteus
https://inaturalist-open-data.s3.amazonaws.com/photos/632899833/medium.jpg,Corynorhinus townsendii
https://inaturalist-open-data.s3.amazonaws.com/photos/633009202/medium.jpg,Propithecus edwardsi
https://inaturalist-open-data.s3.amazonaws.com/photos/633011507/medium.jpg,Lemur catta
https://static.inaturalist.org/photos/633256172/medium.jpg,Blastocerus dichotomus
https://inaturalist-open-data.s3.amazonaws.com/photos/633285946/medium.jpg,Elephas maximus
https://static.inaturalist.org/photos/633329379/medium.jpg,Ateles geoffroyi
https://inaturalist-open-data.s3.amazonaws.com/photos/633442483/medium.jpg,Sapajus nigritus
https://inaturalist-open-data.s3.amazonaws.com/photos/633443705/medium.jpg,Alces alces
https://inaturalist-open-data.s3.amazonaws.com/photos/633480008/medium.jpg,Sotalia guianensis
https://inaturalist-open-data.s3.amazonaws.com/photos/633710501/medium.jpg,Zalophus wollebaeki
https://static.inaturalist.org/photos/633743028/medium.jpg,Macaca fascicularis
https://inaturalist-open-data.s3.amazonaws.com/photos/633910389/medium.jpg,Capra ibex
https://inaturalist-open-data.s3.amazonaws.com/photos/634169950/medium.jpg,Macaca sylvanus
https://inaturalist-open-data.s3.amazonaws.com/photos/634341752/medium.jpg,Loxodonta africana
https://static.inaturalist.org/photos/634355225/medium.jpg,Ateles geoffroyi
https://inaturalist-open-data.s3.amazonaws.com/photos/634495597/medium.jpg,Dasyurus viverrinus
https://inaturalist-open-data.s3.amazonaws.com/photos/634616551/medium.jpg,Erinaceus europaeus
https://static.inaturalist.org/photos/634637415/medium.jpg,Neophocaena phocaenoides
https://inaturalist-open-data.s3.amazonaws.com/photos/634691802/medium.jpg,Loxodonta africana
https://inaturalist-open-data.s3.amazonaws.com/photos/634692499/medium.jpg,Loxodonta africana
https://inaturalist-open-data.s3.amazonaws.com/photos/634700286/medium.jpg,Equus quagga
https://inaturalist-open-data.s3.amazonaws.com/photos/634863245/medium.jpg,Bison bonasus
https://inaturalist-open-data.s3.amazonaws.com/photos/634891159/medium.jpg,Hippopotamus amphibius
https://inaturalist-open-data.s3.amazonaws.com/photos/635029321/medium.jpg,Trichechus manatus
https://inaturalist-open-data.s3.amazonaws.com/photos/635048663/medium.jpg,Inia geoffrensis
https://inaturalist-open-data.s3.amazonaws.com/photos/635273149/medium.jpg,Panthera uncia
https://static.inaturalist.org/photos/635312111/medium.jpg,Ursus americanus
https://inaturalist-open-data.s3.amazonaws.com/photos/635425930/medium.jpg,Phascolarctos cinereus
https://inaturalist-open-data.s3.amazonaws.com/photos/635426916/medium.jpg,Phascolarctos cinereus
https://inaturalist-open-data.s3.amazonaws.com/photos/635427912/medium.jpg,Phascolarctos cinereus
https://inaturalist-open-data.s3.amazonaws.com/photos/635428147/medium.jpg,Phascolarctos cinereus
https://inaturalist-open-data.s3.amazonaws.com/photos/635428517/medium.jpg,Phascolarctos cinereus
https://inaturalist-open-data.s3.amazonaws.com/photos/635428855/medium.jpg,Phascolarctos cinereus
https://inaturalist-open-data.s3.amazonaws.com/photos/635429995/medium.jpg,Phascolarctos cinereus
https://inaturalist-open-data.s3.amazonaws.com/photos/635430796/medium.jpg,Phascolarctos cinereus
https://inaturalist-open-data.s3.amazonaws.com/photos/635431896/medium.jpg,Phascolarctos cinereus
https://inaturalist-open-data.s3.amazonaws.com/photos/635458004/medium.jpg,Enhydra lutris
https://inaturalist-open-data.s3.amazonaws.com/photos/635468043/medium.jpg,Dasyurus viverrinus
https://inaturalist-open-data.s3.amazonaws.com/photos/635474721/medium.jpg,Loxodonta africana
https://static.inaturalist.org/photos/635483136/medium.jpg,Alouatta palliata
https://inaturalist-open-data.s3.amazonaws.com/photos/635491124/medium.jpg,Macaca leonina
https://inaturalist-open-data.s3.amazonaws.com/photos/635503510/medium.jpg,Trachypithecus cristatus
https://inaturalist-open-data.s3.amazonaws.com/photos/635504066/medium.jpg,Presbytis thomasi
https://inaturalist-open-data.s3.amazonaws.com/photos/635504459/medium.jpg,Macaca nemestrina
https://inaturalist-open-data.s3.amazonaws.com/photos/635583408/medium.jpg,Alouatta palliata
https://inaturalist-open-data.s3.amazonaws.com/photos/635667586/medium.jpg,Phascolarctos cinereus
https://inaturalist-open-data.s3.amazonaws.com/photos/635668340/medium.jpg,Phascolarctos cinereus
https://inaturalist-open-data.s3.amazonaws.com/photos/635669668/medium.jpg,Phascolarctos cinereus
https://inaturalist-open-data.s3.amazonaws.com/photos/635670556/medium.jpg,Phascolarctos cinereus
https://inaturalist-open-data.s3.amazonaws.com/photos/635671862/medium.jpg,Phascolarctos cinereus
https://inaturalist-open-data.s3.amazonaws.com/photos/635789265/medium.jpg,Semnopithecus vetulus
https://inaturalist-open-data.s3.amazonaws.com/photos/635821112/medium.jpg,Zalophus wollebaeki
https://inaturalist-open-data.s3.amazonaws.com/photos/635834133/medium.jpg,Arctocephalus galapagoensis
https://inaturalist-open-data.s3.amazonaws.com/photos/635834249/medium.jpg,Zalophus wollebaeki
https://inaturalist-open-data.s3.amazonaws.com/photos/635853044/medium.jpg,Alces alces
https://inaturalist-open-data.s3.amazonaws.com/photos/635941840/medium.jpg,Macaca fascicularis
https://inaturalist-open-data.s3.amazonaws.com/photos/636037652/medium.jpg,Ratufa bicolor
https://inaturalist-open-data.s3.amazonaws.com/photos/636136698/medium.jpg,Odobenus rosmarus
https://inaturalist-open-data.s3.amazonaws.com/photos/636780699/medium.jpg,Zalophus wollebaeki
https://static.inaturalist.org/photos/637192347/medium.jpg,Loxodonta africana
https://static.inaturalist.org/photos/637192979/medium.jpg,Loxodonta africana
https://static.inaturalist.org/photos/637193636/medium.jpg,Loxodonta africana
https://inaturalist-open-data.s3.amazonaws.com/photos/637491917/medium.jpg,Bison bison
https://inaturalist-open-data.s3.amazonaws.com/photos/637570649/medium.jpg,Crocuta crocuta
https://inaturalist-open-data.s3.amazonaws.com/photos/637570679/medium.jpg,Loxodonta africana
https://inaturalist-open-data.s3.amazonaws.com/photos/637592494/medium.jpg,Phascolarctos cinereus
https://inaturalist-open-data.s3.amazonaws.com/photos/637703659/medium.jpg,Loxodonta africana
https://inaturalist-open-data.s3.amazonaws.com/photos/637785430/medium.jpg,Loxodonta africana
https://inaturalist-open-data.s3.amazonaws.com/photos/638485711/medium.jpg,Pteropus poliocephalus
https://inaturalist-open-data.s3.amazonaws.com/photos/639177683/medium.jpg,Pteronura brasiliensis
https://inaturalist-open-data.s3.amazonaws.com/photos/639178680/medium.jpg,Myrmecophaga tridactyla
https://inaturalist-open-data.s3.amazonaws.com/photos/639180202/medium.jpg,Tapirus terrestris
https://inaturalist-open-data.s3.amazonaws.com/photos/639252164/medium.jpg,Setonix brachyurus
https://inaturalist-open-data.s3.amazonaws.com/photos/639258854/medium.jpg,Tursiops truncatus
https://inaturalist-open-data.s3.amazonaws.com/photos/639388038/medium.jpg,Zalophus californianus
https://inaturalist-open-data.s3.amazonaws.com/photos/639591638/medium.jpg,Hippopotamus amphibius
https://inaturalist-open-data.s3.amazonaws.com/photos/639855341/medium.jpg,Loxodonta africana
https://inaturalist-open-data.s3.amazonaws.com/photos/639855403/medium.jpg,Loxodonta africana
https://inaturalist-open-data.s3.amazonaws.com/photos/639856380/medium.jpg,Diceros bicornis
https://inaturalist-open-data.s3.amazonaws.com/photos/639911850/medium.jpg,Tapirus terrestris
https://inaturalist-open-data.s3.amazonaws.com/photos/639939615/medium.jpg,Panthera onca
https://inaturalist-open-data.s3.amazonaws.com/photos/639943503/medium.jpg,Tayassu pecari
https://inaturalist-open-data.s3.amazonaws.com/photos/639945539/medium.jpg,Bison bison
https://inaturalist-open-data.s3.amazonaws.com/photos/640420123/medium.jpg,Macaca radiata
https://inaturalist-open-data.s3.amazonaws.com/photos/640879366/medium.jpg,Crocuta crocuta
https://inaturalist-open-data.s3.amazonaws.com/photos/641003405/medium.jpg,Callorhinus ursinus
https://inaturalist-open-data.s3.amazonaws.com/photos/641003547/medium.jpg,Callorhinus ursinus
https://inaturalist-open-data.s3.amazonaws.com/photos/641006442/medium.jpg,Pteropus conspicillatus
https://inaturalist-open-data.s3.amazonaws.com/photos/641006363/medium.jpg,Pteropus conspicillatus
https://inaturalist-open-data.s3.amazonaws.com/photos/641006753/medium.jpg,Dendrolagus lumholtzi
https://inaturalist-open-data.s3.amazonaws.com/photos/641006762/medium.jpg,Ornithorhynchus anatinus
https://inaturalist-open-data.s3.amazonaws.com/photos/641006951/medium.jpg,Pseudochirops archeri
https://inaturalist-open-data.s3.amazonaws.com/photos/641007009/medium.jpg,Dendrolagus lumholtzi
https://inaturalist-open-data.s3.amazonaws.com/photos/641069963/medium.jpg,Alouatta palliata
https://static.inaturalist.org/photos/641422967/medium.jpg,Nycticebus javanicus
https://static.inaturalist.org/photos/641457909/medium.jpg,Alces alces
https://inaturalist-open-data.s3.amazonaws.com/photos/641734459/medium.jpg,Macaca sylvanus
https://inaturalist-open-data.s3.amazonaws.com/photos/641744567/medium.jpg,Conepatus leuconotus
https://inaturalist-open-data.s3.amazonaws.com/photos/641830585/medium.jpg,Macaca fascicularis
https://inaturalist-open-data.s3.amazonaws.com/photos/641859485/medium.jpg,Hippopotamus amphibius
https://inaturalist-open-data.s3.amazonaws.com/photos/641884917/medium.jpg,Ateles geoffroyi
https://inaturalist-open-data.s3.amazonaws.com/photos/642020732/medium.jpg,Setonix brachyurus
https://static.inaturalist.org/photos/642135072/medium.jpg,Myrmecophaga tridactyla
https://inaturalist-open-data.s3.amazonaws.com/photos/642200926/medium.jpg,Macaca sinica
https://inaturalist-open-data.s3.amazonaws.com/photos/642203680/medium.jpg,Semnopithecus vetulus
https://static.inaturalist.org/photos/642243992/medium.jpg,Lasiorhinus latifrons
https://inaturalist-open-data.s3.amazonaws.com/photos/642254378/medium.jpg,Macaca fascicularis
https://inaturalist-open-data.s3.amazonaws.com/photos/642372443/medium.jpg,Ateles geoffroyi
https://inaturalist-open-data.s3.amazonaws.com/photos/642375048/medium.jpg,Ateles geoffroyi
https://inaturalist-open-data.s3.amazonaws.com/photos/642520825/medium.jpg,Loxodonta africana
https://inaturalist-open-data.s3.amazonaws.com/photos/642878961/medium.jpg,Ectophylla alba
https://inaturalist-open-data.s3.amazonaws.com/photos/643243811/medium.jpg,Capra sibirica
https://inaturalist-open-data.s3.amazonaws.com/photos/643246422/medium.jpg,Panthera uncia
https://inaturalist-open-data.s3.amazonaws.com/photos/643828966/medium.jpg,Ectophylla alba
https://inaturalist-open-data.s3.amazonaws.com/photos/643837821/medium.jpg,Ateles geoffroyi
https://inaturalist-open-data.s3.amazonaws.com/photos/644047118/medium.jpg,Macaca sinica
https://inaturalist-open-data.s3.amazonaws.com/photos/645013261/medium.jpg,Ateles geoffroyi
https://inaturalist-open-data.s3.amazonaws.com/photos/645013661/medium.jpg,Alouatta palliata
https://inaturalist-open-data.s3.amazonaws.com/photos/645100868/medium.jpg,Panthera onca
https://inaturalist-open-data.s3.amazonaws.com/photos/645101083/medium.jpg,Pteronura brasiliensis
